  4  1      4  42  H W P B J   1.926   2.286   2.159   1.974   1.926  H  B  B  N  J    3.806    4.474    2.705    3.632    0.913 
  4  1     13  43  K C N Z R   1.950   2.263   1.782   2.094   2.215  F  J  M  Z  R   11.716    2.178    2.801    1.512    0.726 
  4  1      4  44  R G B X N   2.022   2.118   1.974   1.855   2.407  C  B  J  X  R    8.111    0.992    1.850    1.041    4.465 
  4  1     13  45  M K J D F   2.166   2.182   2.287   1.974   1.951  C  N  M  J  R    6.143    1.799    4.367    3.318    1.114 
  4  1      1  46  P T V X M   1.023   0.998   1.142   1.119   0.854  P  T  V  X  M    1.450    0.702    4.257    2.103    1.824 
  4  1      4  47  W T S C L   2.142   2.095   2.022   1.951   1.950  W  S  T  V  L    3.087    1.162    2.078    3.400    1.248 
  4  1      0  48  D H M T W   0.000   0.000   0.000   0.000   0.000  D  H  M  T  W    1.424    0.681    0.488    0.488    0.419 
  5  1     13   1  W D K J R   2.331   2.502   3.375   2.758   2.166  D  W  K  R  R    2.476    3.158    1.417    1.509   12.042 
  5  1      4   2  S L B N H   2.020   2.406   2.446   2.287   2.230  S  L  B  N  H    1.931    0.947    1.280    1.962    0.726 
  5  1     13   3  V M J T H   2.310   3.118   3.519   3.118   3.358  V  M  T  H  H    2.212    0.281    5.960    4.186    1.512 
  5  1      0   4  B R V P D   0.000   0.000   0.000   0.000   0.000  B  R  V  P  D    1.306    0.560    0.775    0.585    0.703 
  5  1      1   5  V H J D X   1.518   1.358   1.447   1.359   1.022  V  R  J  D  H    1.259    3.571    3.742    1.637    3.008 
  5  1     13   6  W Z C R G   2.142   2.566   2.430   2.142   2.191  C  R  W  X  G    3.211    0.425    2.719   12.822    0.206 
  5  1     13   7  J N F V W   2.302   2.334   2.710   2.238   2.854  V  R  F  J  W    4.264    0.129    6.233    3.056    7.418 
  5  1      4   8  K N H G F   3.094   3.070   2.671   2.638   2.519  K  R  G  H  M    2.022    0.801    0.991    1.298    4.138 
  5  1     13   9  G P F C Z   2.614   2.454   3.110   3.974   2.622  G  P  F  C  Z    1.640    0.705    1.296    0.305    1.393 
