4     4     1     6     13     53     J     X     G     F     B     J     X     N     B     B     1.06     1.581     2.191     2.242     2.77
4     4     1     6     13     54     T     D     L     N     G     D     L     N     R     N     1.061     1.395     1.742     2.378     1.959
4     4     1     6     0     55     H     D     S     X     R     H     D     S     R     X     1.265     0.348     0.715     0.823     0.969
4     4     1     6     13     56     C     S     K     P     X     C     S     P     K     L     1.047     1.395     1.572     1.595     2.269
4     4     1     6     0     57     D     F     L     K     J     D     F     L     K     J     0.143     0.69     0.515     0.849     0.73
4     4     1     6     11     58     T     N     R     V     B     T     N     R     N     V     1.049     0.932     0.796     1.122     1.604
4     4     1     6     3     59     X     D     G     H     M     X     D     N     M     B     1.088     1.464     1.221     1.243     1.391
4     4     1     6     0     60     F     G     L     M     C     F     G     L     M     N     0.118     0.778     0.745     0.753     0.768
5     5     1     3     0     1     N     K     W     L     D     N     K     W     L     D     0.724     0.738     0.698     0.61     0.537
5     5     1     3     0     2     X     P     L     M     S     X     P     N     L     T     0.989     0.754     0.808     0.495     0.658
5     5     1     3     0     3     S     N     X     J     R     S     N     J     L     R     1.723     0.647     1.172     0.661     0.819
5     5     1     3     13     4     H     C     X     M     D     H     C     L     D     N     1.861     2.883     3.249     3.409     3.102
5     5     1     3     1     5     J     D     W     C     R     J     D     L     D     S     1.805     2.682     3.091     3.257     2.83
5     5     1     3     13     6     Z     L     B     G     R     Z     D     L     D     L     1.631     3.538     3.732     3.422     3.614
5     5     1     3     3     7     H     L     Z     N     X     H     L     N     X     D     1.322     3.047     3.032     3.608     3.733
5     5     1     3     13     8     C     R     S     X     Z     C     S     R     Z     D     1.376     3.384     2.898     3.406     2.602
5     5     1     3     13     9     J     K     X     D     R     J     K     L     X     D     1.161     2.587     3.396     3.15     3.236
5     5     1     3     0     10     T     B     K     L     R     T     B     K     L     R     0.904     1.28     0.875     0.657     0.766
5     5     1     3     1     11     P     W     J     M     G     P     W     J     L     D     1.482     1.857     2.037     2.074     2.032
5     5     1     3     11     12     P     L     Z     N     F     P     L     Z     N     D     1.053     1.699     1.966     1.456     1.576
5     5     1     3     1     13     V     B     W     T     N     V     B     W     V     N     1.361     2.048     1.941     2.157     1.75
5     5     1     3     3     14     R     C     F     B     P     R     N     D     V     N     1.535     2.415     2.586     2.966     3.035
5     5     1     3     11     15     S     G     F     M     V     S     V     R     N     D     1.333     2.317     2.222     1.524     1.563
5     5     1     3     3     16     R     D     F     W     T     R     F     R     D     N     1.071     2.763     2.455     2.17     2.439
5     5     1     3     3     17     T     R     K     M     D     T     R     K     M     D     1.201     2.627     2.443     2.573     2.143
5     5     1     3     13     18     F     K     B     R     S     F     K     R     B     R     1.524     2.767     3.475     3.654     3.598
5     5     1     3     13     19     W     S     T     R     C     R     T     U     V     N     1.375     3.545     3.196     3.03     3.006
5     5     1     3     3     20     K     G     Z     J     V     K     Z     D     R     M     1.835     3.005     2.523     2.884     2.439
5     5     1     3     11     21     F     D     K     B     J     F     D     K     R     M     0.958     2.304     1.686     1.776     1.834
5     5     1     3     13     22     M     F     L     P     R     M     F     K     L     D     0.594     2.885     2.805     2.777     3.138
5     5     1     3     1     23     K     W     L     P     S     K     L     M     P     W     0.706     1.51     1.833     1.713     2.085
5     5     1     3     3     24     J     Z     S     W     T     J     Z     P     V     W     0.315     3.017     2.078     2.736     2.578
5     5     1     3     1     25     K     X     L     C     H     K     X     Z     L     W     0.935     1.911     2.235     2.009     2.421
