    6     74      1      1      1     12      2      1      1      1      1     1.248     0.320     0.536      1      1      1    999    999    999  
    6     74      1      2      2    122      1      1      1      1      1     1.797     0.432     0.720      1      1      1    999    999    999  
    6     74      1      3      2    103      3      1      0      0      1     2.880     0.576     0.352      0      0      1    999    999    999  
    6     75      1      1      2    142      1      3      1      1      1     1.567     0.272     0.325      1      1      1    999    999    999  
    6     75      1      2      2    173      3      3      1      1      1     0.857     0.544     0.477      1      1      1    999    999    999  
    6     75      1      3      1     16      2      3      0      0      0     2.171     0.295     0.264      0      0      0    999    999    999  
    6     76      1      1      2    161      2      3      1      0      0     0.846     0.349     0.352      1      0      0    999    999    999  
    6     76      1      2      2    172      3      3      1      1      1     1.728     0.634     0.312      1      1      1    999    999    999  
    6     76      1      3      1      9      1      3      1      1      1     1.605     0.348     0.693      1      1      1    999    999    999  
    6     77      1      1      2    172      1      2      1      1      1     1.370     0.443     0.272      1      1      1    999    999    999  
    6     77      1      2      1     14      3      2      1      1      1     0.887     0.311     0.299      1      1      1    999    999    999  
    6     77      1      3      2    185      2      2      0      0      0     0.920     0.325     0.306      0      0      0    999    999    999  
    6     78      1      1      2    122      3      2      1      1      1     1.296     0.552     0.405      1      1      1    999    999    999  
    6     78      1      2      1     28      1      2      1      1      1     2.946     0.655     0.361      1      1      1    999    999    999  
    6     78      1      3      2    111      2      2      0      1      0     2.379     1.077     0.536      0      1      0    999    999    999  
    6     79      0      1      2    177      3      4      1      1      1     0.840     0.360     0.773      1      1      1    999    999    999  
    6     79      0      2      2    103      2      4      1      1      1     1.347     0.752     0.328      1      1      1    999    999    999  
    6     79      0      3      2    185      1      4      0      0      0     1.307     0.352     0.304      0      0      0    999    999    999  
    6     80      0      1      2    118      1      4      1      1      1     1.371     0.348     0.380      1      1      1    999    999    999  
    6     80      0      2      2    120      2      4      1      1      1     1.040     0.264     0.312      1      1      1    999    999    999  
    6     80      0      3      2    150      3      4      0      0      0     0.829     0.338     0.312      0      0      0    999    999    999  
    6     81      1      1      1      8      3      1      1      1      1     0.805     0.320     0.969      1      1      1    999    999    999  
    6     81      1      2      2    112      2      1      1      1      1     1.063     0.659     0.368      1      1      1    999    999    999  
    6     81      1      3      2    114      1      1      1      1      1     1.502     0.376     0.417      1      1      1    999    999    999  
    6     82      1      1      2    162      2      2      1      0      1     1.157     0.280     0.856      1      0      1    999    999    999  
    6     82      1      2      1     11      1      2      1      1      1     1.772     0.288     0.416      1      1      1    999    999    999  
    6     82      1      3      2    187      3      2      0      0      1     1.328     0.280     0.377      0      0      1    999    999    999  
