Subject	Age	Sex	Trial	gap1	gap2	gap3	gap4	gap5	gap6	gap7	gap8	position	Accuracy	CorrectR	Resp	RT	Type	pre	post	TotalIsolation	TotalTime
11	20	female	83	2	0	1	7	6	4	3	5	7	1	ur	u	3765	yes	4	3	7	5900
11	20	female	5	5	7	4	1	0	2	6	3	8	1	ur	r	2244	yes	6	3	9	2600
11	20	female	13	2	6	0	5	1	7	4	3	8	1	ur	r	1860	yes	4	3	7	2600
11	20	female	49	4	5	7	2	6	3	0	1	8	1	ur	r	1820	yes	0	1	1	1500
11	20	female	65	4	7	6	5	2	3	1	0	8	1	ur	r	1922	yes	1	0	1	950
11	20	female	67	3	5	0	1	2	4	7	6	8	1	ur	r	2129	yes	7	6	13	4250
11	20	female	71	7	0	2	3	6	4	1	5	8	1	ur	r	3074	yes	1	5	6	3700
11	20	female	8	4	6	0	2	5	1	7	3	9	1	ur	r	2232	yes	3	-	3	400
11	20	female	29	5	2	7	3	0	4	1	6	9	1	ur	r	2024	yes	6	-	6	400
11	20	female	55	7	2	3	5	1	6	4	0	9	1	ur	r	1773	yes	0	-	0	400
11	20	female	72	3	1	7	6	2	4	0	5	9	1	ur	r	1735	yes	5	-	5	400
11	20	female	101	2	5	7	3	0	4	1	6	9	1	ur	r	1631	yes	6	-	6	400
11	20	female	112	0	6	3	4	7	2	1	5	9	1	ur	r	1494	yes	5	-	5	400
12	24	male	60	2	5	7	6	0	4	1	3	1	0	ur	p	1921	yes	-	2	2	20200
12	24	male	78	0	5	7	3	1	4	6	2	1	1	ur	r	2141	yes	-	0	0	20200
12	24	male	43	5	7	1	4	6	0	2	3	1	1	ur	u	2595	yes	-	5	5	20200
12	24	male	66	2	0	4	1	6	3	5	7	1	1	ur	u	1776	yes	-	2	2	20200
12	24	male	81	5	2	7	3	1	6	4	0	1	1	ur	u	2121	yes	-	5	5	20200
12	24	male	85	4	7	1	3	6	5	0	2	1	1	ur	u	4102	yes	-	4	4	20200
12	24	male	103	4	1	7	0	2	6	5	3	2	0	ur	p	2318	yes	4	1	5	17450
12	24	male	6	1	0	2	5	6	3	4	7	2	1	ur	r	2278	yes	1	0	1	19100
12	24	male	35	1	6	2	4	3	5	0	7	2	1	ur	r	1773	yes	1	6	7	19100
12	24	male	107	6	2	0	4	3	7	1	5	2	1	ur	r	1469	yes	6	2	8	16350
12	24	male	109	7	4	6	0	1	5	2	3	2	1	ur	r	1485	yes	7	4	11	15800
12	24	male	104	1	7	3	0	6	5	4	2	2	1	ur	u	1505	yes	1	7	8	19100
12	24	male	49	0	1	2	5	7	3	4	6	3	0	ur	p	2885	yes	1	2	3	18550
12	24	male	14	3	2	0	6	4	1	5	7	3	1	ur	r	1676	yes	2	0	2	16350
12	24	male	106	5	3	0	4	6	1	7	2	3	1	ur	r	2013	yes	3	0	3	14700
12	24	male	13	5	2	7	3	6	0	4	1	3	1	ur	u	2058	yes	2	7	9	15250
12	24	male	82	6	1	2	3	7	4	0	5	3	1	ur	u	2792	yes	1	2	3	15250
12	24	male	102	7	4	3	5	2	1	6	0	3	1	ur	u	1899	yes	4	3	7	13050
12	24	male	17	1	2	7	6	0	4	3	5	4	0	ur	p	1873	yes	7	6	13	13050
12	24	male	79	7	6	4	3	1	0	5	2	4	0	ur	p	2245	yes	4	3	7	9200
12	24	male	20	5	1	0	3	6	4	2	7	4	1	ur	r	1660	yes	0	3	3	15250
12	24	male	67	7	2	6	4	3	1	0	5	4	1	ur	r	1628	yes	6	4	10	10300
12	24	male	9	6	3	0	7	5	2	1	4	4	1	ur	u	3747	yes	0	7	7	13600
12	24	male	53	4	6	7	2	5	0	1	3	4	1	ur	u	1952	yes	7	2	9	9200
12	24	male	8	4	2	0	3	5	6	7	1	5	0	ur	p	2810	yes	3	5	8	13050
12	24	male	64	1	4	7	0	5	2	6	3	5	1	ur	r	1714	yes	0	5	5	11400
12	24	male	111	1	5	4	0	2	7	6	3	5	1	ur	r	1341	yes	0	2	2	12500
12	24	male	36	0	5	2	4	6	7	1	3	5	1	ur	u	3032	yes	4	6	10	11950
12	24	male	87	6	2	0	4	5	7	3	1	5	1	ur	u	1791	yes	4	5	9	11400
12	24	male	89	1	4	2	5	0	6	3	7	5	1	ur	u	1706	yes	5	0	5	11400
12	24	male	25	0	5	4	1	2	7	6	3	6	1	ur	r	1668	yes	2	7	9	10850
12	24	male	44	0	4	5	2	7	1	3	6	6	1	ur	r	1676	yes	7	1	8	7550
12	24	male	45	0	6	2	4	5	3	1	7	6	1	ur	u	2667	yes	5	3	8	8100
12	24	male	51	7	4	6	5	0	3	1	2	6	1	ur	u	1941	yes	0	3	3	5350
12	24	male	59	4	7	0	2	1	3	5	6	6	1	ur	u	2249	yes	1	3	4	9750
12	24	male	76	6	2	0	1	3	5	4	7	6	1	ur	u	2045	yes	3	5	8	10850
12	24	male	7	7	6	0	4	2	5	3	1	7	1	ur	r	1914	yes	5	3	8	3700
12	24	male	16	3	6	7	2	1	4	5	0	7	1	ur	r	1525	yes	4	5	9	4250
12	24	male	88	1	5	6	4	7	3	2	0	7	1	ur	r	1537	yes	3	2	5	2600
12	24	male	96	2	5	3	7	6	1	4	0	7	1	ur	r	1982	yes	1	4	5	3700
12	24	male	27	2	0	7	1	5	3	6	4	7	1	ur	u	3222	yes	3	6	9	7000
12	24	male	47	0	4	3	7	6	2	1	5	7	1	ur	u	2403	yes	2	1	3	4800
12	24	male	31	4	0	7	6	2	5	3	1	8	1	ur	r	1620	yes	3	1	4	1500
12	24	male	41	3	7	0	5	1	6	2	4	8	1	ur	r	1489	yes	2	4	6	3150
12	24	male	55	5	1	4	6	3	7	2	0	8	1	ur	r	1480	yes	2	0	2	950
12	24	male	62	5	0	3	4	1	6	2	7	8	1	ur	r	3301	yes	2	7	9	4800
12	24	male	91	1	3	6	2	0	7	5	4	8	1	ur	r	1645	yes	5	4	9	3150
12	24	male	97	4	1	2	6	3	7	5	0	8	1	ur	r	1432	yes	5	0	5	950
12	24	male	11	1	2	7	0	4	3	6	5	9	1	ur	r	1756	yes	5	-	5	400
12	24	male	30	6	1	4	3	0	7	5	2	9	1	ur	r	1580	yes	2	-	2	400
12	24	male	40	3	2	0	4	7	5	1	6	9	1	ur	r	1488	yes	6	-	6	400
12	24	male	54	0	3	1	7	6	2	5	4	9	1	ur	r	1398	yes	4	-	4	400
12	24	male	93	4	5	0	3	7	1	2	6	9	1	ur	r	1489	yes	6	-	6	400
12	24	male	98	2	6	7	3	1	5	4	0	9	1	ur	r	1291	yes	0	-	0	400
13	19	female	26	4	5	0	7	2	1	6	3	1	1	ur	r	4879	yes	-	4	4	20200
13	19	female	34	7	6	4	1	0	2	3	5	1	1	ur	r	7758	yes	-	7	7	20200
13	19	female	59	1	2	6	7	4	0	5	3	1	1	ur	r	1116	yes	-	1	1	20200
13	19	female	86	0	6	7	5	1	3	4	2	1	1	ur	r	2325	yes	-	0	0	20200
13	19	female	90	1	6	4	2	7	5	0	3	1	1	ur	u	5181	yes	-	1	1	20200
13	19	female	111	5	7	6	3	4	2	1	0	1	1	ur	u	1505	yes	-	5	5	20200
13	19	female	39	3	6	4	1	2	5	0	7	2	0	ur	p	4157	yes	3	6	9	18000
13	19	female	71	1	0	4	5	7	6	2	3	2	0	ur	p	3548	yes	1	0	1	19100
13	19	female	7	7	6	1	3	5	0	2	4	2	1	ur	u	4228	yes	7	6	13	15800
13	19	female	62	1	2	3	5	4	6	7	0	2	1	ur	u	11208	yes	1	2	3	19100
13	19	female	91	7	2	0	3	4	6	1	5	2	1	ur	u	2671	yes	7	2	9	15800
13	19	female	106	4	1	0	7	2	5	6	3	2	1	ur	u	1751	yes	4	1	5	17450
13	19	female	14	1	3	0	5	6	2	7	4	3	0	ur	p	5964	yes	3	0	3	16900
13	19	female	69	0	1	3	4	5	7	6	2	3	0	ur	p	5699	yes	1	3	4	18550
13	19	female	82	4	2	1	6	0	3	7	5	3	0	ur	p	1536	yes	2	1	3	15800
13	19	female	31	7	2	1	6	0	5	3	4	3	1	ur	r	906	yes	2	1	3	14150
13	19	female	11	4	3	1	7	6	0	2	5	3	1	ur	u	5632	yes	3	1	4	15250
13	19	female	88	0	4	7	5	1	2	3	6	3	1	ur	u	2152	yes	4	7	11	16900
13	19	female	96	6	5	2	7	0	3	4	1	4	0	ur	p	1337	yes	2	7	9	11400
13	19	female	29	0	6	4	3	1	5	2	7	4	1	ur	r	1136	yes	4	3	7	13050
13	19	female	67	1	4	2	6	0	3	5	7	4	1	ur	r	1617	yes	2	6	8	14700
13	19	female	76	1	3	6	5	7	0	2	4	4	1	ur	r	1360	yes	6	5	11	13050
13	19	female	107	4	7	2	0	5	3	6	1	4	1	ur	u	2176	yes	2	0	2	11400
13	19	female	112	6	0	4	1	5	7	2	3	4	1	ur	u	2164	yes	4	1	5	13050
13	19	female	68	4	3	2	6	0	5	1	7	5	0	ur	p	3690	yes	6	0	6	9750
13	19	female	50	5	2	6	4	3	7	0	1	5	1	ur	r	1604	yes	4	3	7	8650
13	19	female	102	6	4	7	5	3	0	2	1	5	1	ur	r	1285	yes	5	3	8	5900
13	19	female	110	6	1	4	0	2	5	3	7	5	1	ur	r	1189	yes	0	2	2	11950
13	19	female	55	4	6	2	5	1	7	0	3	5	1	ur	u	3546	yes	5	1	6	8650
13	19	female	70	7	4	0	3	2	1	5	6	5	1	ur	u	2764	yes	3	2	5	10300
13	19	female	38	7	5	6	4	2	3	1	0	6	1	ur	r	2021	yes	2	3	5	4250
13	19	female	53	6	7	2	1	5	0	4	3	6	1	ur	r	1312	yes	5	0	5	5900
13	19	female	63	7	6	5	3	4	1	0	2	6	1	ur	r	1126	yes	4	1	5	3700
13	19	female	95	4	2	6	5	3	0	1	7	6	1	ur	r	1288	yes	3	0	3	6450
13	19	female	100	7	3	2	4	1	6	0	5	6	1	ur	r	1376	yes	1	6	7	8100
13	19	female	85	5	6	4	3	2	0	1	7	6	1	ur	u	1811	yes	2	0	2	6450
13	19	female	15	0	7	3	2	5	6	1	4	7	1	ur	r	1318	yes	6	1	7	4250
13	19	female	25	5	0	7	6	1	4	3	2	7	1	ur	r	1044	yes	4	3	7	4250
13	19	female	54	0	3	1	2	4	6	5	7	7	1	ur	r	1059	yes	6	5	11	8100
13	19	female	56	1	0	5	4	6	2	7	3	7	1	ur	r	2748	yes	2	7	9	7000
13	19	female	74	6	2	7	4	0	3	5	1	7	1	ur	r	1562	yes	3	5	8	4800
13	19	female	75	5	4	0	3	2	6	1	7	7	1	ur	r	1543	yes	6	1	7	5900
13	19	female	17	1	3	2	5	6	0	4	7	8	1	ur	r	928	yes	4	7	11	4800
13	19	female	73	1	4	2	6	5	7	0	3	8	1	ur	r	1380	yes	0	3	3	2600
13	19	female	77	3	7	1	2	4	6	5	0	8	1	ur	r	1991	yes	5	0	5	950
13	19	female	78	1	7	6	4	2	0	5	3	8	1	ur	r	1355	yes	5	3	8	2600
13	19	female	98	6	3	0	7	5	2	1	4	8	1	ur	r	1583	yes	1	4	5	3150
13	19	female	28	6	0	4	5	2	1	3	7	8	1	ur	u	3194	yes	3	7	10	4800
13	19	female	32	6	2	3	1	0	4	5	7	9	1	ur	r	1357	yes	7	-	7	400
13	19	female	64	5	4	2	6	3	0	7	1	9	1	ur	r	1673	yes	1	-	1	400
13	19	female	65	6	4	3	2	0	5	7	1	9	1	ur	r	2301	yes	1	-	1	400
13	19	female	92	7	1	5	3	4	2	0	6	9	1	ur	r	1333	yes	6	-	6	400
13	19	female	103	1	5	3	4	7	2	6	0	9	1	ur	r	1323	yes	0	-	0	400
13	19	female	109	6	7	2	4	1	0	3	5	9	1	ur	r	1122	yes	5	-	5	400
14	20	female	10	5	0	6	3	2	1	4	7	1	0	ur	p	1945	yes	-	5	5	20200
14	20	female	17	3	4	7	2	6	1	0	5	1	0	ur	p	1564	yes	-	3	3	20200
14	20	female	37	2	4	3	6	7	0	5	1	1	0	ur	p	2185	yes	-	2	2	20200
14	20	female	65	3	2	4	1	6	5	7	0	1	0	ur	p	1786	yes	-	3	3	20200
14	20	female	56	6	2	4	5	7	0	1	3	1	1	ur	r	2319	yes	-	6	6	20200
14	20	female	51	0	3	1	7	5	6	4	2	1	1	ur	u	2004	yes	-	0	0	20200
14	20	female	36	0	5	4	6	1	2	3	7	2	0	ur	p	1438	yes	0	5	5	19650
14	20	female	88	3	2	6	0	1	4	5	7	2	0	ur	p	1796	yes	3	2	5	18000
14	20	female	98	3	4	2	1	5	6	7	0	2	0	ur	p	1320	yes	3	4	7	18000
14	20	female	102	0	1	7	4	5	2	6	3	2	0	ur	p	1342	yes	0	1	1	19650
14	20	female	111	1	7	2	4	0	5	6	3	2	0	ur	p	1645	yes	1	7	8	19100
14	20	female	92	7	3	1	5	4	6	0	2	2	1	ur	r	2740	yes	7	3	10	15800
14	20	female	42	6	2	5	4	1	7	0	3	3	0	ur	p	3401	yes	2	5	7	14700
14	20	female	64	0	1	6	2	4	7	5	3	3	0	ur	p	3532	yes	1	6	7	18550
14	20	female	91	5	1	7	2	0	6	4	3	3	0	ur	p	1420	yes	1	7	8	15800
14	20	female	109	7	3	0	2	5	6	4	1	3	0	ur	p	2264	yes	3	0	3	13600
14	20	female	32	5	2	7	1	4	6	0	3	3	1	ur	r	1686	yes	2	7	9	15250
14	20	female	53	7	5	3	0	4	1	6	2	3	1	ur	r	2071	yes	5	3	8	12500
14	20	female	22	2	4	5	0	1	3	7	6	4	0	ur	p	2461	yes	5	0	5	12500
14	20	female	29	5	0	2	6	3	1	4	7	4	0	ur	p	1315	yes	2	6	8	14700
14	20	female	94	0	4	5	3	6	2	7	1	4	0	ur	p	1876	yes	5	3	8	13600
14	20	female	68	3	4	2	5	1	7	6	0	4	1	ur	r	1515	yes	2	5	7	13600
14	20	female	85	0	6	7	4	5	1	2	3	4	1	ur	r	1740	yes	7	4	11	11400
14	20	female	95	4	7	6	1	3	2	0	5	4	1	ur	u	2341	yes	6	1	7	9200
14	20	female	11	7	1	0	4	2	6	5	3	5	0	ur	p	1487	yes	4	2	6	11400
14	20	female	44	5	4	3	1	7	6	0	2	5	0	ur	p	3408	yes	1	7	8	10850
14	20	female	6	5	2	6	7	4	1	0	3	5	1	ur	r	1721	yes	7	4	11	7000
14	20	female	80	2	7	1	5	0	4	6	3	5	1	ur	r	1874	yes	5	0	5	9750
14	20	female	100	3	6	7	4	0	1	5	2	5	1	ur	r	1134	yes	4	0	4	7000
14	20	female	84	7	5	6	1	2	0	4	3	5	1	ur	u	2047	yes	1	2	3	7550
14	20	female	34	2	0	4	1	7	5	6	3	6	0	ur	p	3565	yes	7	5	12	9750
14	20	female	40	6	4	2	0	5	3	7	1	6	1	ur	r	1587	yes	5	3	8	8100
14	20	female	55	4	7	6	1	2	3	0	5	6	1	ur	r	1583	yes	2	3	5	6450
14	20	female	59	5	3	7	6	2	0	1	4	6	1	ur	r	2165	yes	2	0	2	4800
14	20	female	93	7	1	4	5	6	2	3	0	6	1	ur	r	2018	yes	6	2	8	4800
14	20	female	9	0	3	7	1	4	2	5	6	6	1	ur	u	2993	yes	4	2	6	9200
14	20	female	77	5	2	3	0	7	1	6	4	7	0	ur	p	1725	yes	1	6	7	7000
14	20	female	7	4	0	2	3	6	7	5	1	7	1	ur	r	1570	yes	7	5	12	4800
14	20	female	8	1	2	6	3	5	0	7	4	7	1	ur	r	1670	yes	0	7	7	7550
14	20	female	27	2	1	7	5	0	6	3	4	7	1	ur	r	1670	yes	6	3	9	5350
14	20	female	45	1	0	7	3	2	4	5	6	7	1	ur	r	1567	yes	4	5	9	7550
14	20	female	58	3	6	4	0	5	2	7	1	7	1	ur	r	1581	yes	2	7	9	5900
14	20	female	20	5	6	1	2	3	7	0	4	8	1	ur	r	1855	yes	0	4	4	3150
14	20	female	21	7	2	5	0	3	4	1	6	8	1	ur	r	1680	yes	1	6	7	4250
14	20	female	33	4	0	6	7	1	3	2	5	8	1	ur	r	1449	yes	2	5	7	3700
14	20	female	47	2	5	7	1	6	0	3	4	8	1	ur	r	1393	yes	3	4	7	3150
14	20	female	89	0	4	1	7	2	6	3	5	8	1	ur	r	1491	yes	3	5	8	3700
14	20	female	112	2	3	1	4	5	0	6	7	8	1	ur	r	1209	yes	6	7	13	4800
14	20	female	14	4	5	0	2	6	1	3	7	9	1	ur	r	1837	yes	7	-	7	400
14	20	female	31	1	7	6	0	4	2	3	5	9	1	ur	r	1419	yes	5	-	5	400
14	20	female	39	3	5	7	0	1	4	6	2	9	1	ur	r	1325	yes	2	-	2	400
14	20	female	46	4	3	6	2	5	7	1	0	9	1	ur	r	1275	yes	0	-	0	400
14	20	female	75	1	4	7	5	2	0	3	6	9	1	ur	r	1352	yes	6	-	6	400
14	20	female	81	1	7	5	0	2	4	6	3	9	1	ur	r	1757	yes	3	-	3	400
15	19	female	10	5	6	0	2	7	4	3	1	1	1	ur	r	3840	yes	-	5	5	20200
15	19	female	31	6	4	5	1	7	0	2	3	1	1	ur	r	2759	yes	-	6	6	20200
15	19	female	64	3	5	4	0	7	6	2	1	1	1	ur	r	1749	yes	-	3	3	20200
15	19	female	76	6	4	2	0	5	7	3	1	1	1	ur	r	1639	yes	-	6	6	20200
15	19	female	80	5	1	0	4	6	3	2	7	1	1	ur	r	1915	yes	-	5	5	20200
15	19	female	49	1	6	3	2	0	7	4	5	1	1	ur	u	2309	yes	-	1	1	20200
15	19	female	27	4	3	0	5	1	7	6	2	2	0	ur	p	2059	yes	4	3	7	17450
15	19	female	47	2	5	7	1	6	3	0	4	2	0	ur	p	13324	yes	2	5	7	18550
15	19	female	11	3	4	5	2	0	7	6	1	2	1	ur	r	1875	yes	3	4	7	18000
15	19	female	37	4	5	6	1	3	7	0	2	2	1	ur	r	2492	yes	4	5	9	17450
15	19	female	60	2	4	6	7	0	1	3	5	2	1	ur	r	1602	yes	2	4	6	18550
15	19	female	92	7	4	1	0	5	6	3	2	2	1	ur	u	1880	yes	7	4	11	15800
15	19	female	9	5	1	0	6	2	7	4	3	3	1	ur	r	11154	yes	1	0	1	15800
15	19	female	35	2	1	6	4	5	0	7	3	3	1	ur	r	2388	yes	1	6	7	17450
15	19	female	40	7	0	6	5	1	2	3	4	3	1	ur	r	1717	yes	0	6	6	15250
15	19	female	85	6	1	0	3	2	4	7	5	3	1	ur	u	2593	yes	1	0	1	15250
15	19	female	90	6	3	4	0	7	5	2	1	3	1	ur	u	4733	yes	3	4	7	14150
15	19	female	95	3	4	2	5	1	0	7	6	3	1	ur	u	3101	yes	4	2	6	15250
15	19	female	97	4	7	1	5	6	3	0	2	4	0	ur	p	1794	yes	1	5	6	11950
15	19	female	46	3	4	6	1	2	5	0	7	4	1	ur	r	1687	yes	6	1	7	11400
15	19	female	82	3	1	2	7	4	5	6	0	4	1	ur	r	2231	yes	2	7	9	15250
15	19	female	100	2	1	5	3	7	0	4	6	4	1	ur	r	1479	yes	5	3	8	14150
15	19	female	44	0	6	5	1	4	3	7	2	4	1	ur	u	3207	yes	5	1	6	12500
15	19	female	109	3	2	7	0	5	6	4	1	4	1	ur	u	2005	yes	7	0	7	11950
15	19	female	6	6	1	5	4	3	7	0	2	5	0	ur	p	2731	yes	4	3	7	9200
15	19	female	21	7	6	2	4	3	5	0	1	5	1	ur	r	2401	yes	4	3	7	7550
15	19	female	36	7	2	4	5	3	6	0	1	5	1	ur	r	2175	yes	5	3	8	8100
15	19	female	56	6	5	2	7	1	3	4	0	5	1	ur	r	1700	yes	7	1	8	7000
15	19	female	70	3	6	2	5	0	4	1	7	5	1	ur	r	1607	yes	5	0	5	9200
15	19	female	66	0	7	1	2	3	4	5	6	5	1	ur	u	2304	yes	2	3	5	12500
15	19	female	45	2	6	3	1	4	5	0	7	6	1	ur	r	1788	yes	4	5	9	8650
15	19	female	75	7	2	3	5	6	0	1	4	6	1	ur	r	1705	yes	6	0	6	4800
15	19	female	106	0	6	7	1	4	5	2	3	6	1	ur	r	1660	yes	4	5	9	7550
15	19	female	108	5	4	7	2	3	6	1	0	6	1	ur	r	1565	yes	3	6	9	5900
15	19	female	43	5	1	7	0	3	6	2	4	6	1	ur	u	5513	yes	3	6	9	8650
15	19	female	72	5	0	1	6	4	7	2	3	6	1	ur	u	4263	yes	4	7	11	8650
15	19	female	16	1	2	3	5	0	7	4	6	7	1	ur	r	1815	yes	7	4	11	7000
15	19	female	22	0	4	3	7	6	1	2	5	7	1	ur	r	3857	yes	1	2	3	5350
15	19	female	41	7	5	1	0	6	4	3	2	7	1	ur	r	1684	yes	4	3	7	4250
15	19	female	57	4	6	1	0	5	7	3	2	7	1	ur	r	1501	yes	7	3	10	4250
15	19	female	58	2	1	4	0	7	3	5	6	7	1	ur	r	1544	yes	3	5	8	7550
15	19	female	81	6	3	1	2	5	4	7	0	7	1	ur	u	2378	yes	4	7	11	5350
15	19	female	5	6	4	7	5	0	3	2	1	8	1	ur	r	2009	yes	2	1	3	1500
15	19	female	32	6	0	5	7	3	2	4	1	8	1	ur	r	1621	yes	4	1	5	1500
15	19	female	69	6	7	5	1	0	4	3	2	8	1	ur	r	1546	yes	3	2	5	2050
15	19	female	86	4	0	6	1	3	2	7	5	8	1	ur	r	2454	yes	7	5	12	3700
15	19	female	98	2	4	6	5	0	3	1	7	8	1	ur	r	1398	yes	1	7	8	4800
15	19	female	110	5	3	1	0	2	6	7	4	8	1	ur	r	1365	yes	7	4	11	3150
15	19	female	12	1	3	6	0	5	2	4	7	9	1	ur	r	1759	yes	7	-	7	400
15	19	female	20	1	3	2	7	4	5	6	0	9	1	ur	r	1831	yes	0	-	0	400
15	19	female	30	4	5	6	2	7	3	0	1	9	1	ur	r	1915	yes	1	-	1	400
15	19	female	59	0	4	3	7	6	1	5	2	9	1	ur	r	1402	yes	2	-	2	400
15	19	female	87	5	2	6	3	0	7	4	1	9	1	ur	r	2544	yes	1	-	1	400
15	19	female	93	0	1	2	3	7	5	6	4	9	1	ur	r	1431	yes	4	-	4	400
16	18	female	12	7	1	5	0	3	6	4	2	1	1	ur	r	1799	yes	-	7	7	20200
16	18	female	16	3	0	1	2	5	7	6	4	1	1	ur	r	2027	yes	-	3	3	20200
16	18	female	18	2	1	0	6	7	5	3	4	1	1	ur	r	1699	yes	-	2	2	20200
16	18	female	70	0	4	6	3	5	7	2	1	1	1	ur	r	1781	yes	-	0	0	20200
16	18	female	85	6	5	0	4	2	1	7	3	1	1	ur	r	2273	yes	-	6	6	20200
16	18	female	103	1	0	6	5	3	2	7	4	1	1	ur	u	1909	yes	-	1	1	20200
16	18	female	64	4	7	1	0	2	5	6	3	2	0	ur	p	5149	yes	4	7	11	17450
16	18	female	17	7	6	5	3	0	1	4	2	2	1	ur	r	1521	yes	7	6	13	15800
16	18	female	66	6	7	5	2	1	3	0	4	2	1	ur	r	1700	yes	6	7	13	16350
16	18	female	35	2	5	3	7	1	4	6	0	2	1	ur	u	3674	yes	2	5	7	18550
16	18	female	36	2	7	6	4	0	3	1	5	2	1	ur	u	5322	yes	2	7	9	18550
16	18	female	98	5	1	7	6	2	4	3	0	2	1	ur	u	2421	yes	5	1	6	16900
16	18	female	74	4	5	0	1	2	6	7	3	3	0	ur	p	3068	yes	5	0	5	14150
16	18	female	82	7	1	4	0	5	3	6	2	3	0	ur	p	3724	yes	1	4	5	14700
16	18	female	30	3	4	0	7	1	2	6	5	3	1	ur	r	1746	yes	4	0	4	15250
16	18	female	79	1	5	0	6	2	7	3	4	3	1	ur	r	2355	yes	5	0	5	15800
16	18	female	39	1	3	2	6	4	0	7	5	3	1	ur	u	2072	yes	3	2	5	16900
16	18	female	75	2	1	0	4	3	6	7	5	3	1	ur	u	3131	yes	1	0	1	17450
16	18	female	52	3	0	7	6	4	1	5	2	4	0	ur	p	4542	yes	7	6	13	13050
16	18	female	108	1	4	6	3	7	0	5	2	4	0	ur	p	3448	yes	6	3	9	12500
16	18	female	31	1	7	5	2	3	6	0	4	4	1	ur	r	1500	yes	5	2	7	11400
16	18	female	68	6	2	7	4	0	3	5	1	4	1	ur	r	1793	yes	7	4	11	10300
16	18	female	105	6	0	3	4	1	5	2	7	4	1	ur	r	2077	yes	3	4	7	13600
16	18	female	58	1	0	5	3	6	7	4	2	4	1	ur	u	4670	yes	5	3	8	15250
16	18	female	41	3	0	4	2	6	1	7	5	5	0	ur	p	1917	yes	2	6	8	13050
16	18	female	90	5	1	0	7	6	4	2	3	5	0	ur	p	2832	yes	7	6	13	10850
16	18	female	49	5	2	6	1	3	7	4	0	5	1	ur	r	1607	yes	1	3	4	10300
16	18	female	53	7	4	1	3	6	5	2	0	5	1	ur	r	1842	yes	3	6	9	9750
16	18	female	54	3	7	6	2	5	0	4	1	5	1	ur	r	3257	yes	2	5	7	8100
16	18	female	60	2	3	6	4	0	7	1	5	5	1	ur	r	3539	yes	4	0	4	9750
16	18	female	38	6	0	1	3	4	5	2	7	6	1	ur	r	2174	yes	4	5	9	9750
16	18	female	56	2	1	7	0	5	3	6	4	6	1	ur	r	1725	yes	5	3	8	9200
16	18	female	92	2	1	4	0	3	5	6	7	6	1	ur	r	2010	yes	3	5	8	11950
16	18	female	107	7	5	0	3	1	6	2	4	6	1	ur	r	1624	yes	1	6	7	8650
16	18	female	51	2	6	4	7	5	3	0	1	6	1	ur	u	4194	yes	5	3	8	4250
16	18	female	95	3	7	0	6	1	4	5	2	6	1	ur	u	4423	yes	1	4	5	8100
16	18	female	47	7	2	0	3	4	5	6	1	7	1	ur	r	2259	yes	5	6	11	5350
16	18	female	55	5	4	2	3	7	6	0	1	7	1	ur	r	1418	yes	6	0	6	2050
16	18	female	71	6	3	1	5	0	4	2	7	7	1	ur	r	2011	yes	4	2	6	6450
16	18	female	81	4	1	6	5	3	2	7	0	7	1	ur	r	1884	yes	2	7	9	5350
16	18	female	9	0	1	7	6	2	5	3	4	7	1	ur	u	4095	yes	5	3	8	5350
16	18	female	78	5	4	3	6	0	2	7	1	7	1	ur	u	6959	yes	2	7	9	5900
16	18	female	21	6	2	1	7	3	5	0	4	8	1	ur	r	1905	yes	0	4	4	3150
16	18	female	24	4	0	1	6	7	2	5	3	8	1	ur	r	1519	yes	5	3	8	2600
16	18	female	42	5	3	0	7	4	2	1	6	8	1	ur	r	1269	yes	1	6	7	4250
16	18	female	45	3	6	4	5	2	0	7	1	8	1	ur	r	1446	yes	7	1	8	1500
16	18	female	69	0	4	5	1	3	6	2	7	8	1	ur	r	2308	yes	2	7	9	4800
16	18	female	88	4	1	6	5	3	7	0	2	8	1	ur	r	1647	yes	0	2	2	2050
16	18	female	7	5	3	1	4	7	6	2	0	9	1	ur	r	1570	yes	0	-	0	400
16	18	female	11	4	1	6	5	2	7	0	3	9	1	ur	r	1614	yes	3	-	3	400
16	18	female	32	4	2	0	5	1	3	6	7	9	1	ur	r	1614	yes	7	-	7	400
16	18	female	37	1	5	6	2	3	4	7	0	9	1	ur	r	1589	yes	0	-	0	400
16	18	female	65	5	2	1	3	7	6	4	0	9	1	ur	r	1370	yes	0	-	0	400
16	18	female	96	6	1	7	5	2	4	3	0	9	1	ur	r	1370	yes	0	-	0	400
17	18	female	81	3	7	0	2	1	4	5	6	1	0	ur	p	1724	yes	-	3	3	20200
17	18	female	36	5	7	4	3	6	0	1	2	1	1	ur	r	2532	yes	-	5	5	20200
17	18	female	69	6	3	4	0	1	5	2	7	1	1	ur	r	2378	yes	-	6	6	20200
17	18	female	6	0	6	3	4	2	1	5	7	1	1	ur	u	5140	yes	-	0	0	20200
17	18	female	47	5	6	1	0	3	7	4	2	1	1	ur	u	8020	yes	-	5	5	20200
17	18	female	73	1	4	3	2	7	0	6	5	1	1	ur	u	14095	yes	-	1	1	20200
17	18	female	11	1	2	4	5	6	7	3	0	2	0	ur	p	1825	yes	1	2	3	19100
