subj_idx,CSI,size,probe,rt,correct,stim,response
3,100,6,int,0.8531,1,1,0
7,100,4,pos,0.8532,1,2,1
1,400,4,pos,0.8533,1,2,1
20,100,2,neg,0.8534,1,1,0
4,100,8,pos,0.8539,1,2,1
3,2000,8,int,0.854,1,1,0
5,100,8,pos,0.8544,1,2,1
1,400,4,pos,0.8547,1,2,1
1,2000,8,pos,0.8548,1,2,1
20,100,2,pos,0.855,1,2,1
1,No,8,pos,0.8551,1,2,1
24,100,6,neg,0.8552,1,1,0
12,400,6,neg,0.8552,1,1,0
1,100,6,neg,0.8553,1,1,0
24,100,8,pos,0.8553,1,2,1
7,100,8,pos,0.8553,1,2,1
14,400,4,int,0.8553,0,1,1
1,400,8,pos,0.8554,0,2,0
4,100,4,neg,0.8555,1,1,0
2,100,2,pos,0.8556,1,2,1
8,100,6,pos,0.8556,0,2,0
15,100,8,int,0.8557,1,1,0
24,100,2,int,0.8557,1,1,0
11,100,6,pos,0.8557,1,2,1
15,100,6,int,0.8559,1,1,0
11,100,8,pos,0.8559,1,2,1
12,100,8,neg,0.8561,1,1,0
19,100,2,neg,0.8562,1,1,0
23,100,2,int,0.8562,0,1,1
3,No,8,pos,0.8563,0,2,0
19,100,6,pos,0.8563,1,2,1
24,100,4,int,0.8563,0,1,1
6,100,8,neg,0.8563,1,1,0
3,100,2,int,0.8563,1,1,0
20,100,2,pos,0.8564,1,2,1
23,100,2,neg,0.8564,1,1,0
17,100,2,int,0.8564,1,1,0
7,100,6,pos,0.8565,1,2,1
19,100,4,neg,0.8566,1,1,0
19,100,8,neg,0.8569,1,1,0
15,No,2,neg,0.857,1,1,0
3,100,2,int,0.857,1,1,0
24,2000,8,pos,0.8572,1,2,1
6,2000,4,neg,0.8572,0,1,1
1,2000,2,neg,0.8573,1,1,0
1,No,2,int,0.8573,1,1,0
10,2000,2,int,0.8574,1,1,0
1,No,2,pos,0.8575,1,2,1
23,No,8,neg,0.8575,1,1,0
20,400,4,neg,0.8576,1,1,0
21,2000,2,int,0.8578,1,1,0
4,No,6,neg,0.8579,0,1,1
12,No,4,int,0.8579,1,1,0
17,400,4,neg,0.8579,1,1,0
1,No,8,pos,0.858,1,2,1
1,2000,6,int,0.8581,1,1,0
10,2000,8,int,0.8582,1,1,0
22,400,8,pos,0.8585,1,2,1
16,No,2,pos,0.8585,1,2,1
21,2000,2,pos,0.8586,1,2,1
9,400,2,neg,0.8587,1,1,0
7,No,6,neg,0.8587,1,1,0
9,2000,6,pos,0.8588,1,2,1
5,No,2,neg,0.8588,1,1,0
20,No,2,pos,0.8588,1,2,1
24,2000,8,int,0.8589,1,1,0
11,100,6,neg,0.8589,1,1,0
11,No,2,pos,0.8589,1,2,1
16,No,4,pos,0.8589,1,2,1
14,400,2,pos,0.859,1,2,1
23,400,8,pos,0.859,0,2,0
3,400,8,pos,0.8591,0,2,0
3,No,8,neg,0.8591,1,1,0
8,2000,6,neg,0.8591,1,1,0
16,No,4,neg,0.8591,1,1,0
3,No,8,int,0.8592,0,1,1
20,2000,2,neg,0.8592,1,1,0
22,No,6,pos,0.8592,0,2,0
24,No,8,int,0.8592,1,1,0
8,2000,6,pos,0.8592,1,2,1
10,No,2,neg,0.8592,1,1,0
14,No,8,neg,0.8592,1,1,0
4,400,2,int,0.8593,0,1,1
23,No,6,int,0.8593,1,1,0
11,400,8,int,0.8593,0,1,1
11,No,6,pos,0.8593,1,2,1
18,No,4,pos,0.8593,1,2,1
18,No,4,pos,0.8593,1,2,1
17,No,2,neg,0.8593,1,1,0
1,400,2,neg,0.8594,1,1,0
7,No,6,pos,0.8594,1,2,1
18,400,4,neg,0.8594,1,1,0
23,No,2,pos,0.8594,1,2,1
5,No,4,pos,0.8595,1,2,1
5,No,8,neg,0.8595,0,1,1
15,400,8,pos,0.8595,0,2,0
18,400,4,int,0.8595,1,1,0
8,No,8,neg,0.8595,1,1,0
8,2000,6,pos,0.8595,1,2,1
13,400,4,pos,0.8595,1,2,1
17,No,8,neg,0.8595,1,1,0
7,2000,8,int,0.8596,1,1,0
10,400,4,pos,0.8596,1,2,1
9,No,8,pos,0.8596,1,2,1
14,100,2,pos,0.8596,1,2,1
6,2000,6,int,0.8597,1,1,0
3,No,6,pos,0.8597,0,2,0
10,No,2,int,0.8597,1,1,0
7,No,4,pos,0.8597,1,2,1
2,2000,2,pos,0.8598,1,2,1
15,400,2,neg,0.8598,1,1,0
15,No,2,neg,0.8598,1,1,0
19,No,8,neg,0.8598,1,1,0
6,No,2,int,0.8598,1,1,0
6,2000,6,pos,0.8598,0,2,0
6,2000,2,int,0.8598,1,1,0
17,No,2,neg,0.8598,1,1,0
16,2000,6,pos,0.8598,1,2,1
16,400,8,pos,0.8598,1,2,1
7,400,8,pos,0.8599,1,2,1
3,No,4,neg,0.8599,1,1,0
16,2000,4,neg,0.8599,1,1,0
1,2000,6,neg,0.86,1,1,0
19,No,4,neg,0.86,1,1,0
21,2000,4,neg,0.86,1,1,0
11,400,8,int,0.86,0,1,1
6,No,4,pos,0.86,1,2,1
16,400,4,int,0.86,1,1,0
2,2000,6,pos,0.8601,1,2,1
12,2000,2,neg,0.8601,1,1,0
20,2000,2,int,0.8601,1,1,0
23,400,2,int,0.8601,1,1,0
24,2000,2,neg,0.8601,1,1,0
3,No,6,neg,0.8601,1,1,0
8,2000,2,pos,0.8601,1,2,1
10,400,4,pos,0.8601,1,2,1
9,2000,6,pos,0.8601,1,2,1
1,No,6,pos,0.8602,1,2,1
15,2000,4,int,0.8602,1,1,0
15,400,4,neg,0.8602,1,1,0
21,2000,2,pos,0.8602,1,2,1
21,2000,4,neg,0.8602,1,1,0
3,No,2,neg,0.8602,1,1,0
10,2000,2,int,0.8602,1,1,0
9,400,4,pos,0.8602,1,2,1
3,2000,8,neg,0.8603,1,1,0
15,400,4,neg,0.8603,1,1,0
9,2000,8,neg,0.8603,1,1,0
24,400,2,neg,0.8604,1,1,0
6,400,4,int,0.8604,1,1,0
4,2000,8,int,0.8604,0,1,1
18,400,2,neg,0.8604,1,1,0
11,400,4,int,0.8604,1,1,0
6,No,8,neg,0.8604,0,1,1
1,No,2,pos,0.8605,1,2,1
20,2000,4,int,0.8605,1,1,0
4,100,6,pos,0.8605,1,2,1
16,2000,6,pos,0.8605,1,2,1
2,400,2,int,0.8606,1,1,0
2,400,2,pos,0.8606,1,2,1
1,2000,8,pos,0.8609,1,2,1
20,No,4,int,0.8609,1,1,0
3,2000,8,neg,0.8609,1,1,0
1,400,2,pos,0.861,1,2,1
1,2000,6,neg,0.861,1,1,0
7,100,4,neg,0.8612,1,1,0
1,2000,2,pos,0.8613,1,2,1
14,100,2,neg,0.8614,1,1,0
8,100,2,neg,0.8615,1,1,0
12,No,2,neg,0.862,1,1,0
14,100,8,pos,0.8622,1,2,1
10,100,4,neg,0.8624,1,1,0
22,100,6,int,0.8626,0,1,1
14,100,2,pos,0.8627,1,2,1
14,100,4,int,0.8627,1,1,0
4,100,6,pos,0.8628,1,2,1
16,100,6,pos,0.8628,1,2,1
8,100,4,pos,0.8629,1,2,1
5,100,6,int,0.863,0,1,1
11,100,4,pos,0.863,1,2,1
2,100,2,pos,0.8633,1,2,1
1,2000,2,neg,0.8634,1,1,0
5,No,6,pos,0.8635,1,2,1
18,100,4,pos,0.8636,1,2,1
7,100,2,neg,0.8638,1,1,0
14,2000,2,pos,0.8638,1,2,1
13,100,8,int,0.8639,1,1,0
7,100,8,neg,0.8639,1,1,0
18,100,6,pos,0.8639,1,2,1
17,100,2,int,0.864,1,1,0
17,100,8,neg,0.864,0,1,1
2,100,4,neg,0.8641,1,1,0
23,100,6,int,0.8641,1,1,0
13,100,2,int,0.8641,1,1,0
21,100,2,pos,0.8641,1,2,1
23,100,8,pos,0.8641,1,2,1
17,100,4,int,0.8642,1,1,0
13,100,4,pos,0.8642,1,2,1
21,100,4,neg,0.8642,1,1,0
15,100,2,pos,0.8643,1,2,1
8,100,4,neg,0.8643,1,1,0
1,2000,6,pos,0.8644,1,2,1
6,100,2,pos,0.8645,1,2,1
5,400,6,int,0.8646,0,1,1
14,100,6,neg,0.8647,1,1,0
1,400,2,pos,0.865,1,2,1
5,No,6,pos,0.865,1,2,1
13,No,6,neg,0.865,1,1,0
14,400,4,pos,0.8651,0,2,0
3,2000,2,int,0.8652,1,1,0
24,No,2,pos,0.8652,1,2,1
15,2000,6,neg,0.8653,1,1,0
14,2000,6,int,0.8654,0,1,1
19,400,8,pos,0.8655,1,2,1
20,400,6,neg,0.8655,1,1,0
18,400,2,int,0.8655,1,1,0
9,2000,8,neg,0.8656,1,1,0
14,400,6,int,0.8656,1,1,0
21,2000,4,pos,0.8657,1,2,1
16,400,2,int,0.866,1,1,0
23,400,6,pos,0.866,1,2,1
1,400,2,int,0.8661,1,1,0
10,No,4,neg,0.8662,1,1,0
10,2000,6,pos,0.8662,1,2,1
10,No,2,pos,0.8663,1,2,1
14,100,4,int,0.8664,0,1,1
10,2000,6,pos,0.8665,1,2,1
11,No,8,int,0.8665,1,1,0
14,No,2,pos,0.8667,1,2,1
5,2000,6,int,0.8668,0,1,1
3,No,8,int,0.8669,1,1,0
10,No,6,neg,0.8669,1,1,0
18,No,2,neg,0.8669,1,1,0
3,400,8,pos,0.867,0,2,0
18,2000,2,int,0.867,0,1,1
14,No,6,int,0.867,1,1,0
7,No,8,pos,0.867,1,2,1
20,400,2,int,0.8671,1,1,0
11,No,2,neg,0.8671,1,1,0
8,No,6,pos,0.8671,1,2,1
9,No,4,pos,0.8671,1,2,1
14,No,8,int,0.8671,1,1,0
9,No,2,neg,0.8672,1,1,0
13,No,6,neg,0.8672,1,1,0
20,400,8,pos,0.8672,1,2,1
18,400,8,pos,0.8672,1,2,1
15,No,2,neg,0.8673,1,1,0
19,No,4,neg,0.8673,1,1,0
23,No,2,pos,0.8673,1,2,1
11,400,8,int,0.8673,1,1,0
16,2000,2,pos,0.8673,0,2,0
3,2000,6,neg,0.8674,1,1,0
19,No,6,int,0.8674,1,1,0
3,400,6,neg,0.8675,1,1,0
1,400,6,pos,0.8675,1,2,1
15,No,2,pos,0.8675,1,2,1
13,2000,6,int,0.8675,1,1,0
13,No,2,pos,0.8675,1,2,1
18,2000,4,neg,0.8675,1,1,0
6,No,2,int,0.8675,1,1,0
14,2000,8,pos,0.8675,0,2,0
15,No,4,int,0.8676,1,1,0
19,No,8,neg,0.8676,1,1,0
18,2000,4,neg,0.8676,1,1,0
18,2000,6,neg,0.8676,1,1,0
24,No,6,neg,0.8676,1,1,0
11,400,2,neg,0.8676,1,1,0
11,No,2,int,0.8676,1,1,0
3,400,8,int,0.8677,0,1,1
21,2000,6,pos,0.8677,1,2,1
21,2000,6,pos,0.8677,1,2,1
17,No,8,pos,0.8677,1,2,1
3,2000,2,int,0.8678,1,1,0
15,No,2,pos,0.8678,1,2,1
19,2000,8,pos,0.8678,1,2,1
19,No,2,neg,0.8678,1,1,0
19,No,4,int,0.8678,1,1,0
7,400,6,pos,0.8678,1,2,1
13,2000,8,pos,0.8678,1,2,1
17,2000,6,neg,0.8678,1,1,0
12,No,2,neg,0.8679,1,1,0
20,400,4,pos,0.8679,1,2,1
23,400,6,pos,0.8679,1,2,1
7,2000,6,pos,0.8679,1,2,1
18,400,8,neg,0.8679,1,1,0
18,400,8,neg,0.8679,1,1,0
9,2000,4,pos,0.8679,1,2,1
1,No,2,int,0.868,1,1,0
2,400,6,neg,0.868,1,1,0
3,2000,6,pos,0.868,1,2,1
20,400,8,neg,0.868,1,1,0
6,400,8,pos,0.868,0,2,0
21,2000,2,int,0.868,1,1,0
2,400,2,neg,0.8681,1,1,0
2,2000,6,pos,0.8681,1,2,1
24,No,4,pos,0.8681,1,2,1
4,2000,2,neg,0.8681,0,1,1
3,No,6,neg,0.8681,1,1,0
17,No,2,pos,0.8681,1,2,1
16,400,2,pos,0.8681,1,2,1
21,No,6,neg,0.8681,1,1,0
15,2000,8,pos,0.8682,0,2,0
15,400,2,neg,0.8682,1,1,0
2,2000,2,pos,0.8682,1,2,1
7,2000,8,pos,0.8682,1,2,1
20,400,2,int,0.8683,1,1,0
24,400,2,pos,0.8683,1,2,1
4,No,2,int,0.8683,1,1,0
18,2000,2,int,0.8683,1,1,0
6,400,2,neg,0.8683,1,1,0
1,No,2,pos,0.8685,1,2,1
1,No,4,pos,0.8686,1,2,1
8,100,8,neg,0.8694,1,1,0
18,100,4,pos,0.8696,1,2,1
21,100,2,int,0.8698,1,1,0
12,100,8,pos,0.87,1,2,1
14,2000,4,pos,0.8703,1,2,1
20,100,6,neg,0.8705,1,1,0
5,100,4,pos,0.8706,1,2,1
10,100,6,pos,0.8709,1,2,1
5,100,4,neg,0.871,1,1,0
10,100,8,pos,0.8712,1,2,1
10,2000,8,pos,0.8713,1,2,1
4,100,6,pos,0.8713,1,2,1
1,2000,4,pos,0.8714,1,2,1
5,100,2,neg,0.8715,1,1,0
15,100,6,pos,0.8716,1,2,1
3,100,2,pos,0.8717,1,2,1
19,100,4,neg,0.8718,1,1,0
11,100,2,pos,0.8718,0,2,0
8,100,4,pos,0.8718,1,2,1
11,100,4,int,0.8719,1,1,0
17,100,4,pos,0.8719,1,2,1
13,100,8,pos,0.872,1,2,1
8,100,2,pos,0.872,1,2,1
21,100,2,pos,0.872,1,2,1
11,100,6,pos,0.8721,1,2,1
17,100,8,pos,0.8721,1,2,1
17,100,4,int,0.8721,1,1,0
9,100,4,pos,0.8722,1,2,1
15,100,4,neg,0.8723,1,1,0
21,100,8,int,0.8723,1,1,0
15,100,2,neg,0.8725,1,1,0
23,100,6,neg,0.8725,1,1,0
17,100,6,neg,0.8725,1,1,0
14,No,4,neg,0.8725,1,1,0
21,100,8,pos,0.8725,1,2,1
12,100,6,pos,0.8728,1,2,1
5,No,2,pos,0.8729,1,2,1
14,100,4,neg,0.8729,1,1,0
6,No,2,pos,0.8732,1,2,1
1,100,4,pos,0.8734,0,2,0
1,100,8,neg,0.8736,1,1,0
7,No,6,int,0.8736,0,1,1
20,400,4,pos,0.8737,1,2,1
5,No,8,pos,0.8739,1,2,1
2,400,8,int,0.8739,1,1,0
5,No,2,neg,0.874,1,1,0
12,2000,6,int,0.874,1,1,0
1,2000,4,pos,0.8741,1,2,1
13,No,2,neg,0.8742,1,1,0
10,400,2,neg,0.8744,1,1,0
9,400,8,neg,0.8745,1,1,0
18,No,8,int,0.8745,1,1,0
14,No,8,pos,0.8745,1,2,1
3,No,6,int,0.8746,1,1,0
5,No,2,pos,0.8746,1,2,1
10,No,4,neg,0.8746,1,1,0
1,100,6,int,0.8747,1,1,0
5,No,8,pos,0.8747,1,2,1
6,No,6,neg,0.8747,1,1,0
3,2000,6,neg,0.8749,1,1,0
9,2000,2,pos,0.8749,1,2,1
10,No,2,neg,0.8749,1,1,0
10,400,8,pos,0.8749,1,2,1
10,400,6,pos,0.8749,1,2,1
24,2000,6,neg,0.8749,1,1,0
11,2000,8,pos,0.8749,1,2,1
8,2000,4,pos,0.8749,1,2,1
16,No,8,pos,0.8749,0,2,0
2,2000,2,neg,0.875,1,1,0
3,100,4,pos,0.875,1,2,1
1,2000,6,int,0.875,1,1,0
9,No,6,neg,0.875,1,1,0
24,2000,2,pos,0.875,1,2,1
3,2000,8,int,0.8751,1,1,0
13,No,6,int,0.8751,1,1,0
18,2000,8,int,0.8751,1,1,0
7,No,8,pos,0.8751,1,2,1
16,400,6,pos,0.8751,1,2,1
18,No,2,neg,0.8753,1,1,0
5,No,2,pos,0.8754,1,2,1
5,No,2,neg,0.8754,1,1,0
18,No,2,pos,0.8754,1,2,1
18,No,4,neg,0.8754,1,1,0
24,2000,6,pos,0.8754,0,2,0
24,2000,6,int,0.8754,1,1,0
19,400,8,pos,0.8755,1,2,1
22,No,8,pos,0.8755,1,2,1
11,2000,8,neg,0.8755,1,1,0
9,No,2,pos,0.8755,1,2,1
16,400,2,pos,0.8755,1,2,1
3,No,4,pos,0.8756,0,2,0
5,No,2,neg,0.8756,1,1,0
19,No,6,pos,0.8756,1,2,1
22,No,8,int,0.8756,1,1,0
11,No,2,neg,0.8756,1,1,0
6,No,6,pos,0.8756,0,2,0
7,400,8,int,0.8756,0,1,1
21,400,8,pos,0.8756,1,2,1
5,No,4,neg,0.8757,1,1,0
20,No,8,pos,0.8757,1,2,1
21,2000,8,neg,0.8757,1,1,0
11,No,2,neg,0.8757,1,1,0
8,400,2,pos,0.8757,1,2,1
2,2000,6,pos,0.8758,1,2,1
2,2000,8,neg,0.8758,1,1,0
15,No,6,neg,0.8758,1,1,0
19,No,6,neg,0.8758,1,1,0
19,No,2,int,0.8758,1,1,0
7,2000,8,neg,0.8758,1,1,0
14,2000,6,int,0.8758,1,1,0
7,2000,2,int,0.8758,0,1,1
15,No,4,pos,0.8759,1,2,1
23,No,2,int,0.8759,1,1,0
7,2000,8,pos,0.8759,1,2,1
8,400,6,pos,0.8759,1,2,1
18,2000,8,pos,0.8759,0,2,0
11,400,8,pos,0.8759,1,2,1
10,2000,4,neg,0.8759,1,1,0
17,400,2,pos,0.8759,1,2,1
21,400,8,neg,0.876,1,1,0
24,No,4,neg,0.876,1,1,0
6,No,6,pos,0.876,1,2,1
18,2000,2,neg,0.876,1,1,0
9,No,2,pos,0.876,1,2,1
2,2000,6,neg,0.8761,1,1,0
20,2000,6,neg,0.8761,1,1,0
24,No,6,pos,0.8761,1,2,1
24,2000,8,pos,0.8761,1,2,1
6,No,6,pos,0.8761,1,2,1
17,400,2,neg,0.8761,1,1,0
24,400,2,neg,0.8762,1,1,0
17,400,4,pos,0.8762,1,2,1
16,400,4,neg,0.8762,1,1,0
15,400,2,neg,0.8763,1,1,0
23,400,4,int,0.8763,1,1,0
18,400,4,pos,0.8763,1,2,1
17,2000,8,neg,0.8763,1,1,0
19,400,8,int,0.8764,1,1,0
20,400,6,neg,0.8764,1,1,0
23,400,2,neg,0.8764,1,1,0
9,2000,6,int,0.8764,1,1,0
1,2000,2,int,0.8765,1,1,0
6,400,4,int,0.8765,1,1,0
3,400,6,pos,0.8765,0,2,0
1,2000,2,pos,0.8767,1,2,1
15,2000,8,pos,0.8767,0,2,0
3,100,8,int,0.8769,0,1,1
18,100,8,int,0.8769,1,1,0
18,100,2,pos,0.877,0,2,0
14,400,4,pos,0.8771,1,2,1
13,100,8,int,0.8776,0,1,1
19,100,4,int,0.8782,1,1,0
20,100,2,neg,0.879,1,1,0
1,100,8,pos,0.8791,0,2,0
24,100,8,neg,0.8791,1,1,0
14,400,2,pos,0.8791,1,2,1
11,100,8,pos,0.8792,1,2,1
16,100,8,neg,0.8793,1,1,0
11,100,2,int,0.8794,1,1,0
14,2000,8,int,0.8794,1,1,0
24,100,6,neg,0.8795,0,1,1
7,100,2,neg,0.8795,1,1,0
18,100,6,pos,0.8795,1,2,1
13,100,6,neg,0.8795,1,1,0
16,100,4,neg,0.8797,1,1,0
16,100,6,int,0.8798,1,1,0
2,100,2,pos,0.8799,1,2,1
19,100,2,int,0.8799,1,1,0
4,2000,8,neg,0.8801,0,1,1
9,100,2,int,0.8801,1,1,0
17,100,4,int,0.8801,1,1,0
23,No,6,int,0.8801,1,1,0
2,100,4,pos,0.8803,1,2,1
13,100,4,pos,0.8803,1,2,1
24,100,2,pos,0.8804,1,2,1
12,2000,8,pos,0.8804,1,2,1
8,2000,8,int,0.8804,1,1,0
13,100,4,neg,0.8804,1,1,0
13,100,4,pos,0.8804,1,2,1
15,100,2,int,0.8805,1,1,0
15,100,8,pos,0.8805,1,2,1
23,100,8,pos,0.8805,1,2,1
8,2000,8,neg,0.8807,1,1,0
1,400,4,int,0.8808,1,1,0
7,400,6,pos,0.8808,1,2,1
8,400,8,pos,0.8808,0,2,0
21,No,4,pos,0.8809,1,2,1
8,2000,6,pos,0.8815,1,2,1
2,2000,2,pos,0.8816,1,2,1
22,2000,2,neg,0.8816,1,1,0
8,No,8,pos,0.8816,1,2,1
1,2000,6,pos,0.8818,0,2,0
10,2000,6,pos,0.882,0,2,0
5,No,8,neg,0.8821,1,1,0
10,2000,8,pos,0.8821,0,2,0
1,100,2,neg,0.8823,1,1,0
10,2000,8,neg,0.8824,1,1,0
12,No,4,pos,0.8824,1,2,1
12,400,8,pos,0.8824,1,2,1
14,No,4,pos,0.8824,1,2,1
5,2000,4,neg,0.8825,1,1,0
20,No,4,pos,0.8825,1,2,1
7,No,8,pos,0.8825,1,2,1
11,No,8,pos,0.8827,0,2,0
14,No,2,pos,0.8827,1,2,1
9,400,2,neg,0.8828,1,1,0
5,400,6,int,0.8829,0,1,1
5,2000,2,pos,0.8829,1,2,1
24,400,4,pos,0.8829,1,2,1
9,No,4,pos,0.883,1,2,1
10,400,6,pos,0.883,1,2,1
18,2000,4,pos,0.883,1,2,1
5,400,4,pos,0.8831,1,2,1
10,2000,4,int,0.8831,1,1,0
14,No,4,neg,0.8831,1,1,0
24,No,2,pos,0.8832,1,2,1
24,No,4,pos,0.8832,1,2,1
6,No,6,int,0.8832,0,1,1
11,No,6,pos,0.8832,1,2,1
13,No,2,int,0.8832,1,1,0
13,2000,6,int,0.8835,1,1,0
21,No,2,int,0.8835,1,1,0
11,No,6,int,0.8835,0,1,1
13,400,8,int,0.8835,1,1,0
7,No,8,int,0.8835,0,1,1
15,No,6,neg,0.8836,1,1,0
21,2000,6,pos,0.8836,1,2,1
3,400,8,pos,0.8837,0,2,0
1,No,8,pos,0.8837,1,2,1
4,2000,4,pos,0.8837,1,2,1
17,2000,2,pos,0.8837,1,2,1
21,2000,4,neg,0.8837,1,1,0
2,2000,4,pos,0.8838,1,2,1
1,2000,4,pos,0.8838,1,2,1
15,400,2,pos,0.8838,1,2,1
13,400,8,pos,0.8838,1,2,1
15,400,8,pos,0.8839,1,2,1
21,2000,8,int,0.8839,1,1,0
21,400,8,neg,0.8839,1,1,0
24,2000,6,neg,0.8839,1,1,0
6,2000,6,pos,0.8839,1,2,1
11,400,8,pos,0.8839,0,2,0
7,2000,8,pos,0.8839,0,2,0
15,400,2,pos,0.884,1,2,1
19,2000,8,int,0.884,1,1,0
20,400,2,pos,0.884,1,2,1
17,400,4,neg,0.884,1,1,0
9,No,4,neg,0.884,1,1,0
14,100,6,pos,0.884,1,2,1
21,400,6,pos,0.884,1,2,1
15,400,4,pos,0.8841,1,2,1
2,400,2,pos,0.8841,1,2,1
23,No,8,int,0.8841,0,1,1
21,2000,2,pos,0.8841,1,2,1
8,400,4,int,0.8841,1,1,0
18,400,2,neg,0.8841,1,1,0
12,2000,2,int,0.8842,1,1,0
20,400,4,neg,0.8842,1,1,0
20,2000,6,neg,0.8842,0,1,1
23,400,8,int,0.8842,0,1,1
20,400,2,pos,0.8843,1,2,1
4,2000,2,pos,0.8843,1,2,1
18,400,2,int,0.8843,1,1,0
10,2000,4,pos,0.8843,1,2,1
9,400,6,neg,0.8843,1,1,0
17,400,4,pos,0.8843,1,2,1
21,400,8,neg,0.8843,1,1,0
15,400,2,pos,0.8844,1,2,1
4,No,4,neg,0.8844,1,1,0
21,2000,6,pos,0.8844,1,2,1
19,2000,4,int,0.8845,0,1,1
1,No,8,int,0.8847,0,1,1
18,400,4,neg,0.8847,1,1,0
14,2000,8,pos,0.8847,0,2,0
11,100,2,int,0.8848,1,1,0
4,100,2,pos,0.885,1,2,1
18,100,6,neg,0.885,1,1,0
3,2000,6,pos,0.8852,1,2,1
5,100,6,pos,0.8855,1,2,1
1,2000,8,neg,0.8856,1,1,0
15,100,6,int,0.8859,1,1,0
6,100,2,neg,0.8864,1,1,0
9,100,2,neg,0.8867,1,1,0
16,100,4,pos,0.8867,1,2,1
5,100,2,int,0.8869,1,1,0
10,100,6,pos,0.8869,1,2,1
18,100,2,neg,0.8869,1,1,0
14,100,6,pos,0.8869,0,2,0
5,100,2,pos,0.887,1,2,1
1,100,2,pos,0.8872,1,2,1
9,100,2,pos,0.8872,1,2,1
18,100,8,pos,0.8872,1,2,1
19,100,6,neg,0.8874,1,1,0
5,No,4,pos,0.8876,0,2,0
15,100,2,int,0.8876,1,1,0
8,100,4,int,0.8877,1,1,0
11,100,8,pos,0.8877,1,2,1
2,100,2,pos,0.8878,1,2,1
14,100,4,pos,0.8878,0,2,0
15,100,8,pos,0.8881,1,2,1
11,100,8,pos,0.8881,0,2,0
17,100,8,neg,0.8881,1,1,0
5,No,2,int,0.8882,1,1,0
5,No,2,pos,0.8882,1,2,1
17,100,2,int,0.8882,1,1,0
15,100,8,int,0.8883,0,1,1
18,100,6,neg,0.8883,1,1,0
13,100,6,neg,0.8883,1,1,0
17,100,2,pos,0.8883,1,2,1
21,100,2,neg,0.8884,1,1,0
6,100,4,int,0.8884,0,1,1
17,100,4,neg,0.8885,1,1,0
3,100,4,int,0.8887,1,1,0
14,100,6,int,0.8887,0,1,1
14,No,4,pos,0.8888,1,2,1
14,100,4,pos,0.8889,1,2,1
7,No,8,pos,0.889,1,2,1
19,No,6,neg,0.8892,1,1,0
21,2000,8,int,0.8892,1,1,0
9,400,6,pos,0.8894,1,2,1
2,400,4,int,0.8895,1,1,0
1,No,2,pos,0.8895,1,2,1
6,2000,2,int,0.8895,1,1,0
1,No,2,neg,0.8896,1,1,0
12,No,6,neg,0.8898,1,1,0
23,2000,2,neg,0.8898,1,1,0
23,400,8,pos,0.8898,1,2,1
5,No,4,pos,0.8899,1,2,1
1,No,6,pos,0.8899,1,2,1
15,2000,2,pos,0.89,1,2,1
1,100,2,pos,0.8901,1,2,1
1,100,6,neg,0.8903,1,1,0
20,No,2,pos,0.8903,1,2,1
5,No,4,pos,0.8904,1,2,1
10,No,6,int,0.8904,0,1,1
12,400,8,pos,0.8905,0,2,0
14,No,8,neg,0.8905,1,1,0
4,No,6,int,0.8906,0,1,1
19,No,4,neg,0.8907,1,1,0
18,2000,6,pos,0.8908,1,2,1
16,2000,6,neg,0.8908,1,1,0
10,400,4,int,0.8909,0,1,1
20,No,6,pos,0.8909,1,2,1
14,No,8,neg,0.8909,1,1,0
16,No,8,int,0.8909,0,1,1
9,2000,6,pos,0.891,1,2,1
19,No,8,neg,0.891,1,1,0
20,400,6,int,0.891,1,1,0
11,No,4,pos,0.891,1,2,1
8,No,4,pos,0.891,1,2,1
8,No,8,neg,0.891,1,1,0
13,No,8,neg,0.891,1,1,0
16,No,6,pos,0.891,1,2,1
23,No,8,int,0.891,0,1,1
17,2000,8,pos,0.8911,1,2,1
8,400,4,pos,0.8911,1,2,1
8,2000,4,neg,0.8911,1,1,0
13,No,2,neg,0.8911,1,1,0
16,No,4,neg,0.8911,1,1,0
24,No,6,pos,0.8912,1,2,1
11,No,8,pos,0.8912,1,2,1
8,No,2,pos,0.8912,1,2,1
13,No,6,neg,0.8912,1,1,0
22,No,4,pos,0.8913,1,2,1
22,No,8,int,0.8913,1,1,0
24,2000,4,pos,0.8913,1,2,1
7,No,6,pos,0.8913,1,2,1
11,No,2,pos,0.8913,1,2,1
15,400,6,pos,0.8914,1,2,1
20,2000,4,neg,0.8914,1,1,0
8,No,6,pos,0.8914,0,2,0
2,2000,6,int,0.8915,1,1,0
4,2000,6,int,0.8916,1,1,0
18,400,4,int,0.8916,1,1,0
6,No,6,neg,0.8916,1,1,0
21,No,8,neg,0.8916,1,1,0
15,No,2,pos,0.8917,1,2,1
19,No,4,pos,0.8917,1,2,1
20,2000,2,pos,0.8917,1,2,1
6,No,4,pos,0.8917,1,2,1
4,2000,6,pos,0.8917,1,2,1
3,No,8,pos,0.8917,0,2,0
13,2000,6,int,0.8917,1,1,0
14,No,2,neg,0.8917,1,1,0
15,400,6,int,0.8918,0,1,1
21,400,6,pos,0.8918,1,2,1
17,400,4,pos,0.8919,0,2,0
17,2000,6,int,0.8919,0,1,1
15,400,2,pos,0.892,1,2,1
12,No,6,neg,0.892,1,1,0
